U,D
65.15100121498108,45.482261180877686
60.32033085823059,45.4632294178009
73.60371470451355,45.482261180877686
60.32033085823059,45.49564838409424
60.32033085823059,45.51782727241516
60.32033085823059,45.49206018447876
64.76362466812134,45.482261180877686
60.32033085823059,45.45619606971741
48.457605838775635,45.482261180877686
93.40192794799805,45.482261180877686
89.62757706642151,45.482261180877686
60.32033085823059,45.59797167778015
39.78541910648346,45.482261180877686
61.981321573257446,45.482261180877686
60.32033085823059,45.476473569869995
77.39569067955017,45.482261180877686
68.01940321922302,45.482261180877686
60.32033085823059,45.53325891494751
60.32033085823059,45.51398277282715
60.32033085823059,45.49354434013367
49.2578399181366,45.482261180877686
60.32033085823059,45.438958406448364
64.71821188926697,45.482261180877686
60.32033085823059,45.58092474937439
60.32033085823059,45.47958493232727
60.32033085823059,45.485265254974365
73.12479138374329,45.482261180877686
72.89015769958496,45.482261180877686
60.32033085823059,45.549834966659546
60.32033085823059,45.476473569869995
69.06498193740845,45.482261180877686
60.32033085823059,45.498706102371216
47.51980423927307,45.482261180877686
60.32033085823059,45.475722551345825
60.32033085823059,45.457966327667236
60.32033085823059,45.5007803440094
60.32033085823059,45.577181577682495
60.32033085823059,45.53927302360535
52.1857213973999,45.482261180877686
92.8952169418335,45.482261180877686
60.32033085823059,45.54107904434204
66.00534439086914,45.482261180877686
60.32033085823059,45.52223205566406
60.32033085823059,45.46877861022949
60.32033085823059,45.5293071269989
82.5436007976532,45.482261180877686
60.32033085823059,45.46795606613159
60.32033085823059,45.50652027130127
60.32033085823059,45.52969455718994
65.86235880851746,45.482261180877686
40.52820324897766,45.482261180877686
60.32033085823059,45.4619300365448
69.79782700538635,45.482261180877686
56.02989315986633,45.482261180877686
60.32033085823059,45.49024224281311
60.32033085823059,45.51548480987549
72.7605414390564,45.482261180877686
84.95592594146729,45.482261180877686
60.32033085823059,45.45064687728882
60.32033085823059,45.42314529418945
60.32033085823059,45.48869252204895
40.61531841754913,45.482261180877686
60.32033085823059,45.41195750236511
60.32033085823059,45.43683648109436
60.32033085823059,45.48461556434631
60.32033085823059,45.491684675216675
36.712599992752075,45.482261180877686
60.32033085823059,45.42749643325806
60.32033085823059,45.538170337677
88.49535703659058,45.482261180877686
37.79167652130127,45.482261180877686
92.62880802154541,45.482261180877686
93.71504306793213,45.482261180877686
42.50344157218933,45.482261180877686
60.32033085823059,45.623536109924316
60.32033085823059,45.51308274269104
76.9372296333313,45.482261180877686
81.3187849521637,45.482261180877686
60.32033085823059,45.490713119506836
60.32033085823059,45.54392218589783
62.71341562271118,45.482261180877686
60.32033085823059,45.50622820854187
60.32033085823059,45.512003898620605
60.32033085823059,45.5038321018219
67.6216197013855,45.482261180877686
60.32033085823059,45.504088401794434
60.32033085823059,45.52587389945984
60.32033085823059,45.54907202720642
86.20065569877625,45.482261180877686
49.1317343711853,45.482261180877686
64.76606845855713,45.482261180877686
87.08011627197266,45.482261180877686
60.32033085823059,45.55454969406128
60.32033085823059,45.57304501533508
65.26848793029785,45.482261180877686
60.32033085823059,45.4796028137207
55.84248423576355,45.482261180877686
51.625425815582275,45.482261180877686
60.32033085823059,45.49589276313782
94.28814172744751,45.482261180877686
85.32624959945679,45.482261180877686
94.06760454177856,45.482261180877686
59.58923816680908,45.482261180877686
60.32033085823059,45.48614740371704
60.32033085823059,45.50928592681885
60.32033085823059,45.56329965591431
90.88696956634521,45.482261180877686
60.32033085823059,45.497275590896606
60.32033085823059,45.478965044021606
89.5979654788971,45.482261180877686
55.646164417266846,45.482261180877686
48.298431634902954,45.482261180877686
60.32033085823059,45.48555135726929
60.32033085823059,45.54278373718262
60.32033085823059,45.47805905342102
60.32033085823059,45.503987073898315
60.32033085823059,45.52546262741089
60.32033085823059,45.46713352203369
60.32033085823059,45.527286529541016
74.33469414710999,45.482261180877686
60.32033085823059,45.55093765258789
94.58993792533875,45.482261180877686
68.77744317054749,45.482261180877686
60.32033085823059,45.522422790527344
60.32033085823059,45.515711307525635
60.32033085823059,45.495415925979614
39.597357511520386,45.482261180877686
60.32033085823059,45.556403398513794
60.32033085823059,45.49123764038086
60.32033085823059,45.38673281669617
60.32033085823059,45.5901038646698
60.32033085823059,45.49380660057068
60.32033085823059,45.55880546569824
60.555864572525024,45.482261180877686
60.32033085823059,45.49230456352234
60.32033085823059,45.48394799232483
60.32033085823059,45.537943840026855
60.32033085823059,45.56650638580322
60.32033085823059,45.52337646484375
72.04312801361084,45.482261180877686
60.32033085823059,45.502461194992065
83.7044906616211,45.482261180877686
33.38510513305664,45.482261180877686
60.32033085823059,45.39146542549133
73.49137783050537,45.482261180877686
60.32033085823059,45.5044162273407
60.32033085823059,45.59311389923096
62.50442981719971,45.482261180877686
47.36193537712097,45.482261180877686
34.69479501247406,45.482261180877686
60.32033085823059,45.523537397384644
60.32033085823059,45.497716665267944
67.19517230987549,45.482261180877686
60.32033085823059,45.41881799697876
57.959396839141846,45.482261180877686
60.32033085823059,45.449955463409424
60.32033085823059,45.5332887172699
55.60346961021423,45.482261180877686
60.32033085823059,45.527530908584595
60.32033085823059,45.46098828315735
60.32033085823059,45.57731866836548
94.95785355567932,45.482261180877686
60.32033085823059,45.5343496799469
60.32033085823059,45.47200322151184
60.32033085823059,45.53827166557312
60.32033085823059,45.52763819694519
74.08813953399658,45.482261180877686
75.0749123096466,45.482261180877686
62.663753032684326,45.482261180877686
66.07834815979004,45.482261180877686
60.32033085823059,45.541555881500244
62.10283160209656,45.482261180877686
60.32033085823059,45.55884122848511
60.32033085823059,45.545281171798706
60.32033085823059,45.52182674407959
60.32033085823059,45.579750537872314
46.30559802055359,45.482261180877686
82.77539134025574,45.482261180877686
60.32033085823059,45.54956674575806
94.84110593795776,45.482261180877686
79.78507995605469,45.482261180877686
86.14980697631836,45.482261180877686
60.32033085823059,45.41205883026123
60.32033085823059,45.50053596496582
94.7417688369751,45.482261180877686
63.401676416397095,45.482261180877686
74.86652851104736,45.482261180877686
69.61658716201782,45.482261180877686
60.32033085823059,45.48043727874756
94.98175501823425,45.482261180877686
83.23773860931396,45.482261180877686
60.32033085823059,45.496864318847656
60.32033085823059,45.508320331573486
60.32033085823059,45.483906269073486
80.61381697654724,45.482261180877686
60.32033085823059,45.467634201049805
60.32033085823059,45.53398013114929
60.32033085823059,45.52495002746582
60.32033085823059,45.48096179962158
60.32033085823059,45.49259066581726
72.78608202934265,45.482261180877686
82.00109124183655,45.482261180877686
60.32033085823059,45.48108100891113
89.81736421585083,45.482261180877686
60.32033085823059,45.59459209442139
60.32033085823059,45.49658417701721
65.26883959770203,45.482261180877686
80.83764433860779,45.482261180877686
93.91381859779358,45.482261180877686
60.32033085823059,45.4982054233551
84.79483246803284,45.482261180877686
60.32033085823059,45.48127770423889
60.32033085823059,45.44313073158264
60.32033085823059,45.55549144744873
60.32033085823059,45.5043625831604
68.37729930877686,45.482261180877686
84.06466364860535,45.482261180877686
68.03158640861511,45.482261180877686
60.32033085823059,45.58424472808838
60.32033085823059,45.523531436920166
60.32033085823059,45.54032802581787
60.32033085823059,45.50787925720215
60.32033085823059,45.531554222106934
60.32033085823059,45.4910945892334
55.45033931732178,45.482261180877686
92.24152088165283,45.482261180877686
60.32033085823059,45.517481565475464
60.32033085823059,45.52947998046875
83.59129548072815,45.482261180877686
60.32033085823059,45.54740905761719
36.363513469696045,45.482261180877686
60.32033085823059,45.57245492935181
60.32033085823059,45.51568150520325
92.82606959342957,45.482261180877686
48.823769092559814,45.482261180877686
60.32033085823059,45.587743520736694
60.32033085823059,45.522297620773315
91.48405909538269,45.482261180877686
60.32033085823059,45.490957498550415
56.45705580711365,45.482261180877686
60.32033085823059,45.44497847557068
82.6100480556488,45.482261180877686
94.16988611221313,45.482261180877686
37.98725128173828,45.482261180877686
60.32033085823059,45.56449770927429
79.47181582450867,45.482261180877686
64.30294632911682,45.482261180877686
60.32033085823059,45.49922466278076
60.32033085823059,45.44729709625244
60.32033085823059,45.42600631713867
62.762017250061035,45.482261180877686
60.32033085823059,45.58900713920593
87.24075675010681,45.482261180877686
60.32033085823059,45.43177604675293
60.32033085823059,45.49471855163574
60.32033085823059,45.552546977996826
82.54720687866211,45.482261180877686
38.950507044792175,45.482261180877686
60.32033085823059,45.48869252204895
50.944836139678955,45.482261180877686
60.32033085823059,45.54647922515869
36.27783179283142,45.482261180877686
38.18839609622955,45.482261180877686
60.32033085823059,45.57809352874756
60.32033085823059,45.436633825302124
60.32033085823059,45.488871335983276
94.72676038742065,45.482261180877686
46.20287537574768,45.482261180877686
64.30294632911682,45.482261180877686
60.32033085823059,45.52836537361145
44.22649264335632,45.482261180877686
94.48763251304626,45.482261180877686
60.32033085823059,45.49828886985779
60.32033085823059,45.4602313041687
60.32033085823059,45.53025484085083
60.32033085823059,45.532710552215576
60.32033085823059,45.550687313079834
60.32033085823059,45.49625039100647
60.32033085823059,45.4963219165802
60.32033085823059,45.56425333023071
71.15811228752136,45.482261180877686
60.32033085823059,45.55468678474426
60.32033085823059,45.52385330200195
60.32033085823059,45.539642572402954
60.32033085823059,45.49300789833069
60.32033085823059,45.41547417640686
91.03097438812256,45.482261180877686
60.32033085823059,45.49787759780884
60.32033085823059,45.53994655609131
60.32033085823059,45.51584839820862
60.32033085823059,45.566089153289795
76.04066252708435,45.482261180877686
41.888092160224915,45.482261180877686
60.32033085823059,45.48461556434631
75.24327754974365,45.482261180877686
60.32033085823059,45.52042007446289
60.32033085823059,45.61799883842468
60.32033085823059,45.45679211616516
60.32033085823059,45.462085008621216
60.32033085823059,45.58050751686096
60.32033085823059,45.457000732421875
60.32033085823059,45.57433247566223
60.32033085823059,45.47656297683716
85.9337043762207,45.482261180877686
84.13706541061401,45.482261180877686
76.2304437160492,45.482261180877686
60.32033085823059,45.525856018066406
60.32033085823059,45.48210024833679
83.25963735580444,45.482261180877686
60.32033085823059,45.49181580543518
86.60007238388062,45.482261180877686
60.32033085823059,45.48711895942688
68.42953681945801,45.482261180877686
80.41595935821533,45.482261180877686
60.32033085823059,45.58301091194153
60.32033085823059,45.51640272140503
60.32033085823059,45.512224435806274
60.32033085823059,45.47128200531006
60.32033085823059,45.45422911643982
60.32033085823059,45.52608847618103
85.47025442123413,45.482261180877686
74.29297089576721,45.482261180877686
60.32033085823059,45.50921440124512
61.41169786453247,45.482261180877686
92.37546443939209,45.482261180877686
60.32033085823059,45.52194595336914
86.27033352851868,45.482261180877686
91.20561003684998,45.482261180877686
60.32033085823059,45.52917003631592
60.32033085823059,45.534093379974365
60.32033085823059,45.58475136756897
68.08136820793152,45.482261180877686
75.12754321098328,45.482261180877686
60.32033085823059,45.541847944259644
54.62360501289368,45.482261180877686
60.32033085823059,45.49043893814087
60.32033085823059,45.490713119506836
43.73377978801727,45.482261180877686
60.32033085823059,45.53161382675171
62.61956214904785,45.482261180877686
60.32033085823059,45.488680601119995
60.32033085823059,45.53437948226929
85.1094913482666,45.482261180877686
60.32033085823059,45.50312876701355
60.32033085823059,45.47805905342102
60.32033085823059,45.497543811798096
93.48611354827881,45.482261180877686
60.32033085823059,45.49934387207031
60.32033085823059,45.46725869178772
60.32033085823059,45.52570104598999
60.32033085823059,45.58351755142212
75.53680658340454,45.482261180877686
60.32033085823059,45.46095848083496
60.32033085823059,45.46645998954773
94.34225678443909,45.482261180877686
60.32033085823059,45.536900758743286
60.32033085823059,45.42799115180969
63.1537389755249,45.482261180877686
69.84171986579895,45.482261180877686
72.08688378334045,45.482261180877686
94.6283233165741,45.482261180877686
74.83312010765076,45.482261180877686
71.19568109512329,45.482261180877686
60.32033085823059,45.536006689071655
60.32033085823059,45.50080418586731
78.39064717292786,45.482261180877686
36.29546880722046,45.482261180877686
60.32033085823059,45.57997107505798
54.70039963722229,45.482261180877686
59.12707567214966,45.482261180877686
60.32033085823059,45.46011805534363
60.32033085823059,45.45657157897949
89.00544762611389,45.482261180877686
42.963401675224304,45.482261180877686
60.32033085823059,45.5118727684021
60.32033085823059,45.499945878982544
60.32033085823059,45.50394535064697
60.32033085823059,45.43668746948242
60.32033085823059,45.51603317260742
90.72095274925232,45.482261180877686
60.32033085823059,45.63986778259277
92.48093485832214,45.482261180877686
60.32033085823059,45.481414794921875
42.68306016921997,45.482261180877686
60.32033085823059,45.55827498435974
60.32033085823059,45.520843267440796
60.32033085823059,45.54278373718262
94.46987628936768,45.482261180877686
50.415767431259155,45.482261180877686
60.32033085823059,45.5011260509491
60.32033085823059,45.516486167907715
94.88208413124084,45.482261180877686
38.82945895195007,45.482261180877686
60.32033085823059,45.49436688423157
81.76592707633972,45.482261180877686
60.32033085823059,45.4846453666687
35.403395891189575,45.482261180877686
60.32033085823059,45.52226781845093
87.6031768321991,45.482261180877686
60.32033085823059,45.54420232772827
60.32033085823059,45.49828290939331
60.32033085823059,45.427669286727905
53.58139991760254,45.482261180877686
60.32033085823059,45.474268198013306
60.32033085823059,45.50875544548035
60.32033085823059,45.457918643951416
60.32033085823059,45.486648082733154
63.63865256309509,45.482261180877686
60.32033085823059,45.473564863204956
60.32033085823059,45.52003264427185
60.32033085823059,45.51301121711731
63.707478046417236,45.482261180877686
60.32033085823059,45.47120451927185
60.32033085823059,45.51474571228027
67.52814173698425,45.482261180877686
60.32033085823059,45.46393871307373
71.67142748832703,45.482261180877686
60.32033085823059,45.603556632995605
93.23269844055176,45.482261180877686
60.32033085823059,45.59996843338013
60.32033085823059,45.47866702079773
68.6459493637085,45.482261180877686
90.04138231277466,45.482261180877686
60.32033085823059,45.547826290130615
83.66639733314514,45.482261180877686
88.63343119621277,45.482261180877686
60.32033085823059,45.467199087142944
60.32033085823059,45.54705739021301
60.32033085823059,45.48190355300903
60.32033085823059,45.41974186897278
41.91841006278992,45.482261180877686
60.32033085823059,45.48096179962158
60.32033085823059,45.531262159347534
58.01995515823364,45.482261180877686
60.32033085823059,45.575441122055054
92.28004336357117,45.482261180877686
38.79380643367767,45.482261180877686
40.36714255809784,45.482261180877686
60.32033085823059,45.530046224594116
60.32033085823059,45.494641065597534
60.32033085823059,45.55575966835022
35.50162732601166,45.482261180877686
60.32033085823059,45.52935481071472
78.3262026309967,45.482261180877686
39.56687867641449,45.482261180877686
60.32033085823059,45.56107044219971
60.32033085823059,45.4971444606781
46.10410451889038,45.482261180877686
37.635053396224976,45.482261180877686
60.32033085823059,45.54824948310852
60.32033085823059,45.50773620605469
60.32033085823059,45.51754713058472
60.32033085823059,45.48021674156189
60.32033085823059,45.5511999130249
69.59542751312256,45.482261180877686
74.69197630882263,45.482261180877686
84.3556296825409,45.482261180877686
60.32033085823059,45.52212476730347
72.22501754760742,45.482261180877686
61.92279577255249,45.482261180877686
60.32033085823059,45.46921372413635
38.86752545833588,45.482261180877686
60.32033085823059,45.51829814910889
71.32617354393005,45.482261180877686
58.03751468658447,45.482261180877686
73.86757254600525,45.482261180877686
60.32033085823059,45.59664249420166
57.51492500305176,45.482261180877686
63.580836057662964,45.482261180877686
60.32033085823059,45.5085289478302
60.32033085823059,45.48185586929321
60.32033085823059,45.53017735481262
60.32033085823059,45.567060708999634
77.1549654006958,45.482261180877686
60.32033085823059,45.552427768707275
60.32033085823059,45.499266386032104
60.32033085823059,45.532472133636475
60.32033085823059,45.57578682899475
60.32033085823059,45.497788190841675
92.68885970115662,45.482261180877686
60.32033085823059,45.51562786102295
60.32033085823059,45.464487075805664
90.30267119407654,45.482261180877686
60.32033085823059,45.5919873714447
60.32033085823059,45.60041546821594
60.32033085823059,45.519829988479614
68.77600073814392,45.482261180877686
60.32033085823059,45.52185654640198
94.9232530593872,45.482261180877686
73.76824140548706,45.482261180877686
60.32033085823059,45.43707489967346
60.32033085823059,45.48902630805969
51.518423557281494,45.482261180877686
60.32033085823059,45.599586963653564
60.32033085823059,45.475627183914185
60.32033085823059,45.52104592323303
64.02605295181274,45.482261180877686
83.75740766525269,45.482261180877686
60.32033085823059,45.48506259918213
60.32033085823059,45.500160455703735
60.32033085823059,45.4966139793396
60.32033085823059,45.46393871307373
93.31462502479553,45.482261180877686
78.27797055244446,45.482261180877686
71.06230974197388,45.482261180877686
60.32033085823059,45.51753520965576
62.31629967689514,45.482261180877686
78.44606757164001,45.482261180877686
78.7752103805542,45.482261180877686
72.32168436050415,45.482261180877686
83.17576169967651,45.482261180877686
60.32033085823059,45.462210178375244
60.32033085823059,45.529247522354126
60.32033085823059,45.51731467247009
61.71895980834961,45.482261180877686
94.05198812484741,45.482261180877686
60.32033085823059,45.510549545288086
60.32033085823059,45.49005150794983
94.76256489753723,45.482261180877686
55.816746950149536,45.482261180877686
60.32033085823059,45.53805708885193
60.32033085823059,45.58149695396423
60.32033085823059,45.51853060722351
93.61685633659363,45.482261180877686
60.32033085823059,45.447773933410645
89.17345523834229,45.482261180877686
78.45733284950256,45.482261180877686
65.90239524841309,45.482261180877686
60.32033085823059,45.51339864730835
34.86041247844696,45.482261180877686
60.32033085823059,45.54527521133423
60.32033085823059,45.45624375343323
72.50712037086487,45.482261180877686
68.33464622497559,45.482261180877686
60.32033085823059,45.54089426994324
49.018622636795044,45.482261180877686
60.32033085823059,45.543296337127686
60.32033085823059,45.518596172332764
60.32033085823059,45.50796866416931
93.20516705513,45.482261180877686
89.42227482795715,45.482261180877686
60.32033085823059,45.507110357284546
64.61812973022461,45.482261180877686
60.32033085823059,45.52594542503357
60.32033085823059,45.43038725852966
60.32033085823059,45.497519969940186
60.32033085823059,45.55851936340332
52.239359617233276,45.482261180877686
39.49526071548462,45.482261180877686
60.32033085823059,45.51228404045105
47.87339687347412,45.482261180877686
60.32033085823059,45.56442618370056
60.32033085823059,45.56476593017578
39.11778748035431,45.482261180877686
67.29200601577759,45.482261180877686
67.68885374069214,45.482261180877686
69.34871196746826,45.482261180877686
45.98854303359985,45.482261180877686
60.32033085823059,45.56456923484802
44.94839429855347,45.482261180877686
60.32033085823059,45.50739049911499
60.32033085823059,45.52436590194702
60.32033085823059,45.51754713058472
60.32033085823059,45.48869252204895
60.32033085823059,45.483906269073486
38.261727690696716,45.482261180877686
60.32033085823059,45.51584839820862
69.2422342300415,45.482261180877686
38.33033859729767,45.482261180877686
60.32033085823059,45.587618350982666
60.32033085823059,45.54330825805664
82.44502067565918,45.482261180877686
94.0207850933075,45.482261180877686
60.32033085823059,45.55323243141174
39.49041485786438,45.482261180877686
60.32033085823059,45.52090287208557
60.32033085823059,45.57416558265686
60.32033085823059,45.4593551158905
60.32033085823059,45.511837005615234
58.540297746658325,45.482261180877686
60.32033085823059,45.55413246154785
60.32033085823059,45.52826404571533
60.32033085823059,45.490713119506836
60.32033085823059,45.5682110786438
60.01283645629883,45.482261180877686
60.32033085823059,45.44212341308594
77.67995119094849,45.482261180877686
60.32033085823059,45.56055188179016
77.4342131614685,45.482261180877686
72.2864818572998,45.482261180877686
44.0439236164093,45.482261180877686
94.96028542518616,45.482261180877686
60.32033085823059,45.524306297302246
85.76468348503113,45.482261180877686
60.32033085823059,45.539493560791016
60.32033085823059,45.57474970817566
60.32033085823059,45.4898726940155
55.069429874420166,45.482261180877686
77.11057186126709,45.482261180877686
54.39723253250122,45.482261180877686
60.32033085823059,45.48986077308655
60.32033085823059,45.5340039730072
60.32033085823059,45.492024421691895
35.77603816986084,45.482261180877686
60.32033085823059,45.58245658874512
60.32033085823059,45.54945349693298
62.22859740257263,45.482261180877686
61.10056161880493,45.482261180877686
60.32033085823059,45.497275590896606
46.486945152282715,45.482261180877686
60.32033085823059,45.56559443473816
60.32033085823059,45.48404335975647
60.32033085823059,45.4868745803833
54.41424369812012,45.482261180877686
63.19963455200195,45.482261180877686
61.0281240940094,45.482261180877686
76.40449523925781,45.482261180877686
39.82419192790985,45.482261180877686
60.32033085823059,45.490713119506836
72.10897326469421,45.482261180877686
63.73888969421387,45.482261180877686
60.32033085823059,45.51637887954712
72.63710021972656,45.482261180877686
60.32033085823059,45.47701597213745
60.32033085823059,45.53825378417969
60.32033085823059,45.51645636558533
60.32033085823059,45.52970051765442
60.32033085823059,45.51214098930359
81.39528155326843,45.482261180877686
93.73940944671631,45.482261180877686
61.49130582809448,45.482261180877686
44.96761977672577,45.482261180877686
46.34888291358948,45.482261180877686
36.082412004470825,45.482261180877686
60.32033085823059,45.52264928817749
93.5499382019043,45.482261180877686
80.0496768951416,45.482261180877686
60.32033085823059,45.46157240867615
60.32033085823059,45.496089458465576
60.32033085823059,45.516277551651
60.32033085823059,45.63229203224182
67.87757992744446,45.482261180877686
60.32033085823059,45.49842596054077
72.69290208816528,45.482261180877686
55.90518832206726,45.482261180877686
33.21910917758942,45.482261180877686
60.32033085823059,45.582075119018555
60.32033085823059,45.48461556434631
66.39054536819458,45.482261180877686
91.22504711151123,45.482261180877686
